uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor
P04406	0.35402262	-0.11844511	0.18808164	0.28430298	0.2660331	0.17242306	0.28430298	0.22836302	GAPDH	ENSG00000111640	2757.7	2988.7	25843.3	5080.5	Glyceraldehyde-3-phosphate dehydrogenase	Enzymes, Essential proteins, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P49321	0.17377003	0.49268493	0.15676615	0.19554564	0.21671705	0.25998452	0.19554564	0.22776508	NASP	ENSG00000132780	76.1	43.9	40.1	49.2	Nuclear autoantigenic sperm protein	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q9UK00	0.12149398	0.4103387	0.0065877326	0.2449984	0.29866192	0.2092706	0.2449984	0.2271345	C3orf18	ENSG00000088543	10.1	23.2	33.9	31.7	Chromosome 3 open reading frame 18	Predicted intracellular proteins, Predicted membrane proteins	False
P09497	0.1642008	0.4105387	0.11504345	0.21634243	0.26149285	0.23781896	0.21634243	0.2270807	CLTB	ENSG00000175416	100.4	191.8	335.2	324.8	Clathrin light chain B	Plasma proteins, Predicted intracellular proteins, Transporters	False
Q96EP1	0.0043984987	0.43878284	0.026332524	0.30172312	0.13922814	0.1521855	0.30172312	0.22695431	CHFR	ENSG00000072609	11.6	8.1	10.7	11.5	Checkpoint with forkhead and ring finger domains	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q96EQ8	0.23436795	0.18319917	0.1701007	0.24832037	0.2342991	0.20549172	0.24832037	0.22690605	RNF125	ENSG00000101695	5.6	2.1	2.1	2.7	Ring finger protein 125	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
P05556	0.41233444	-0.07311449	0.24420363	0.24760884	0.24061136	0.20600875	0.24760884	0.22680879	ITGB1	ENSG00000150093	101.9	40.5	136.0	359.1	Integrin subunit beta 1	Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q96MT1	0.2170892	0.17815815	0.084469736	0.26827955	0.26119354	0.18522766	0.26827955	0.2267536	RNF145	ENSG00000145860	10.3	26.2	8.4	17.6	Ring finger protein 145	Enzymes, Predicted membrane proteins	False
P41250	0.3101374	-0.02846682	0.24721594	0.26726994	0.21489052	0.18594426	0.26726994	0.2266071	GARS1	ENSG00000106105	18.0	45.7	46.9	30.8	Glycyl-tRNA synthetase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
O60476	0.33170173	-0.0059186965	0.22407028	0.23575798	0.31975085	0.21740104	0.23575798	0.22657952	MAN1A2	ENSG00000198162	7.3	14.5	7.9	10.3	Mannosidase alpha class 1A member 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9NRF8	0.29280692	-0.10680117	0.21286926	0.28770965	0.26254892	0.16535598	0.28770965	0.22653282	CTPS2	ENSG00000047230	7.5	4.8	4.0	4.3	CTP synthase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P20333	0.1508335	0.3822096	0.022289066	0.2638802	0.20015399	0.18887153	0.2638802	0.22637586	TNFRSF1B	ENSG00000028137	7.9	6.8	8.2	8.0	TNF receptor superfamily member 1B	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	False
Q8N428	0.3280244	-0.14172986	0.19032976	0.27837664	0.31684232	0.17336665	0.27837664	0.22587165	GALNT16	ENSG00000100626	6.0	20.1	4.1	46.5	Polypeptide N-acetylgalactosaminyltransferase 16	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q6P1R4	0.20857242	-0.033365883	0.16726464	0.31817722	0.19010311	0.13314357	0.31817722	0.2256604	DUS1L	ENSG00000169718	45.2	60.6	140.4	89.7	Dihydrouridine synthase 1 like	Enzymes, Predicted intracellular proteins	False
P35658	0.090170376	0.48200163	0.10251113	0.23888241	0.1673756	0.21051466	0.23888241	0.22469854	NUP214	ENSG00000126883	21.5	17.3	23.5	25.4	Nucleoporin 214	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
P52789	0.28245708	-0.101692915	0.21004589	0.28846216	0.25117263	0.16049567	0.28846216	0.22447892	HK2	ENSG00000159399	6.5	3.2	43.3	7.6	Hexokinase 2	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9H313	0.2700746	-0.00019204617	0.07554513	0.2948829	0.27061167	0.15400985	0.2948829	0.22444637	TTYH1	ENSG00000167614	220.8	340.4	2.8	3.2	Tweety family member 1	Predicted membrane proteins, Transporters	False
P48067	0.19157659	-0.020900406	0.08220324	0.3090612	0.30643094	0.13982758	0.3090612	0.22444439	SLC6A9	ENSG00000196517	76.8	12.9	1.1	1.9	Solute carrier family 6 member 9	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P50579	0.30228278	0.067923956	0.20745535	0.24061066	0.2547847	0.2081117	0.24061066	0.22436118	METAP2	ENSG00000111142	52.9	40.6	111.9	61.6	Methionyl aminopeptidase 2	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q9P2R7	0.32726574	-0.054182664	0.28185588	0.23464568	0.30047745	0.2138541	0.23464568	0.2242499	SUCLA2	ENSG00000136143	34.4	53.9	217.4	93.8	Succinate-CoA ligase ADP-forming subunit beta	Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9BSB4	0.19316173	0.13282005	0.16139796	0.28473675	0.16679457	0.16354358	0.28473675	0.22414017	ATG101	ENSG00000123395	16.9	29.4	37.9	28.7	Autophagy related 101	Predicted intracellular proteins, Transporters	False
P81408	0.038465794	0.35914254	-0.0812618	0.3110497	0.23168811	0.13700867	0.3110497	0.22402918	ENTREP3	ENSG00000160767	9.1	16.9	23.7	9.9	Endosomal transmembrane epsin interactor 3	Predicted membrane proteins	False
Q9NUP7	0.26133382	0.23018844	0.11104256	0.2556937	0.16641341	0.19224456	0.2556937	0.22396913	TRMT13	ENSG00000122435	10.3	5.9	12.2	7.5	TRNA methyltransferase 13 homolog	Enzymes, Predicted intracellular proteins	False
O43252	0.29444897	-0.062716305	0.19592436	0.26886573	0.28640458	0.1785154	0.26886573	0.22369057	PAPSS1	ENSG00000138801	108.4	45.1	5.7	14.9	3'-phosphoadenosine 5'-phosphosulfate synthase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O15212	0.32282513	0.007771291	0.35327882	0.19895126	0.30201825	0.24647337	0.19895126	0.22271231	PFDN6	ENSG00000204220	91.6	114.9	124.3	80.8	Prefoldin subunit 6	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q8NBR0	0.08857809	0.34496388	-0.069819495	0.279916	0.29655752	0.16507	0.279916	0.222493	TP53I13	ENSG00000167543	24.0	23.5	30.0	52.2	Tumor protein p53 inducible protein 13	Predicted intracellular proteins, Predicted membrane proteins	False
P27348	0.4228105	0.025326088	0.3266963	0.20256023	0.19343269	0.24206638	0.20256023	0.22231331	YWHAQ	ENSG00000134308	235.3	225.7	51.3	204.7	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	Plasma proteins, Predicted intracellular proteins, Transporters	False
O60930	0.1923292	0.017686728	0.127841	0.27936882	0.32069752	0.16463861	0.27936882	0.22200371	RNASEH1	ENSG00000171865	11.1	12.8	15.7	12.2	Ribonuclease H1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
P00738	0.33818436	0.09003198	0.17818703	0.22755644	0.25820473	0.21615201	0.22755644	0.22185422	HP	ENSG00000257017	6.2	2.1	4.5	133.2	Haptoglobin	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted secreted proteins	False
Q14003	0.0023035146	0.23371682	0.03597933	0.29959998	0.3035093	0.14387724	0.29959998	0.2217386	KCNC3	ENSG00000131398	5.3	23.2	0.9	1.8	Potassium voltage-gated channel subfamily C member 3	Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels	False
O96005	0.26451695	0.060650293	0.08143552	0.26250297	0.31587973	0.18062061	0.26250297	0.22156179	CLPTM1	ENSG00000104853	77.8	127.8	102.0	97.0	CLPTM1 regulator of GABA type A receptor forward trafficking	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P26196	0.19301093	-0.05553465	0.37419763	0.24424425	0.28196523	0.1984098	0.24424425	0.22132702	DDX6	ENSG00000110367	24.8	35.4	40.5	34.8	DEAD-box helicase 6	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9BTX3	0.2178384	0.053308718	0.07945547	0.26649833	0.3522721	0.17571867	0.26649833	0.2211085	TMEM208	ENSG00000168701	36.5	43.3	25.5	25.8	Transmembrane protein 208	Predicted membrane proteins, Transporters	False
Q8NC44	0.06275575	0.42955205	-0.00080480427	0.26368254	0.20342019	0.17373079	0.26368254	0.21870667	RETREG2	ENSG00000144567	45.8	79.1	24.0	23.6	Reticulophagy regulator family member 2	Predicted intracellular proteins, Predicted membrane proteins	False
O15162	0.20457622	0.08190244	0.14689708	0.2685171	0.2419396	0.16882885	0.2685171	0.21867298	PLSCR1	ENSG00000188313	19.8	12.9	10.8	24.7	Phospholipid scramblase 1	Predicted intracellular proteins, Transporters	False
P22570	0.2154776	-0.07353374	0.09144311	0.31486526	0.2536344	0.12175534	0.31486526	0.2183103	FDXR	ENSG00000161513	5.0	6.1	7.5	5.8	Ferredoxin reductase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
Q7Z7N9	0.22740793	0.06525691	0.044933736	0.28170654	0.2820379	0.15490912	0.28170654	0.21830782	TMEM179B	ENSG00000185475	35.6	18.3	25.0	31.7	Transmembrane protein 179B	Predicted membrane proteins, Transporters	False
P13196	0.20027444	0.010387254	0.1824935	0.25925726	0.31384194	0.17674929	0.25925726	0.21800327	ALAS1	ENSG00000023330	20.7	28.7	103.9	109.7	5'-aminolevulinate synthase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9NRR1	0.24421355	0.1086505	-0.073610544	0.3077007	0.22712381	0.12659433	0.3077007	0.21714751	CYTL1	ENSG00000170891	7.5	2.2	0.4	1.5	Cytokine like 1	Plasma proteins, Predicted secreted proteins	False
P01911	0.28131413	-0.0481107	0.056996465	0.29688066	0.2589075	0.13727686	0.29688066	0.21707876	HLA-DRB1	ENSG00000196126	152.6	25.7	56.5	135.3	Major histocompatibility complex, class II, DR beta 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins	False
P15104	0.2228347	0.05055125	0.16913277	0.26423097	0.23404378	0.16914062	0.26423097	0.2166858	GLUL	ENSG00000135821	411.5	868.7	1348.7	119.8	Glutamate-ammonia ligase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
O15118	0.37151706	-0.118999384	0.19208586	0.2502101	0.2865279	0.18278286	0.2502101	0.21649648	NPC1	ENSG00000141458	64.0	27.2	21.9	11.0	NPC intracellular cholesterol transporter 1	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	False
O95831	0.29988724	0.06460058	0.269297	0.19209576	0.3291	0.24072121	0.19209576	0.21640849	AIFM1	ENSG00000156709	10.1	10.3	58.6	74.9	Apoptosis inducing factor mitochondria associated 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9Y5B9	0.3772183	-0.061440296	0.30277705	0.22749513	0.20194331	0.20512459	0.22749513	0.21630986	SUPT16H	ENSG00000092201	12.9	29.2	22.5	22.6	SPT16 homolog, facilitates chromatin remodeling subunit	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9H2K8	0.23853773	0.19510217	0.5442058	0.15763183	0.11661891	0.27361614	0.15763183	0.21562397	TAOK3	ENSG00000135090	21.5	27.7	20.1	17.3	TAO kinase 3	Enzymes, Predicted intracellular proteins	False
Q08752	0.3229041	-0.09143093	0.32368982	0.23037618	0.2459793	0.20028558	0.23037618	0.21533088	PPID	ENSG00000171497	21.2	30.9	68.0	34.2	Peptidylprolyl isomerase D	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
P10746	0.2736241	-0.036387235	0.22715327	0.26733857	0.18876654	0.16328916	0.26733857	0.21531387	UROS	ENSG00000188690	31.9	98.2	78.5	67.7	Uroporphyrinogen III synthase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
P55039	0.27128297	-0.09028357	0.21497723	0.25439548	0.30368876	0.17491636	0.25439548	0.21465592	DRG2	ENSG00000108591	16.4	17.5	36.1	19.3	Developmentally regulated GTP binding protein 2	Plasma proteins, Predicted intracellular proteins	False
P34896	0.3032424	-0.07270503	0.244986	0.24665135	0.2502718	0.18144879	0.24665135	0.21405007	SHMT1	ENSG00000176974	7.1	5.0	17.7	5.2	Serine hydroxymethyltransferase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q07955	0.15995926	0.12188129	0.20238271	0.23004195	0.30081177	0.19625875	0.23004195	0.21315035	SRSF1	ENSG00000136450	46.3	38.7	49.4	48.6	Serine and arginine rich splicing factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q9H2E6	0.11964859	0.18064564	0.1507245	0.25955826	0.20774335	0.16469052	0.25955826	0.21212439	SEMA6A	ENSG00000092421	54.1	23.6	7.7	6.9	Semaphorin 6A	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P20020	0.27442548	-0.082157016	0.30708906	0.22262622	0.3069603	0.20157945	0.22262622	0.21210283	ATP2B1	ENSG00000070961	7.2	72.5	20.0	8.3	ATPase plasma membrane Ca2+ transporting 1	Disease related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted membrane proteins, Transporters	False
Q8IY84	0.14627858	0.03579378	0.4064386	0.22316022	0.21551019	0.20100528	0.22316022	0.21208274	NIM1K	ENSG00000177453	5.4	12.1	0.7	0.8	NIM1 serine/threonine protein kinase	Enzymes, Predicted membrane proteins	False
Q96JG8	0.005946085	0.3605472	0.023334505	0.24815583	0.31296745	0.17569882	0.24815583	0.21192732	MAGED4B	ENSG00000187243	18.2	20.7	0.3	1.2	MAGE family member D4B	Predicted intracellular proteins, Predicted membrane proteins	False
Q96HH6	0.24836835	-0.06108053	0.15638211	0.2553621	0.3301519	0.16845545	0.2553621	0.21190877	TMEM19	ENSG00000139291	7.8	11.8	23.7	14.7	Transmembrane protein 19	Predicted membrane proteins	False
Q9NZ52	0.040081687	0.32303834	0.09130189	0.27325067	0.13984823	0.14856753	0.27325067	0.2109091	GGA3	ENSG00000125447	7.1	14.0	20.1	10.8	Golgi associated, gamma adaptin ear containing, ARF binding protein 3	Predicted intracellular proteins, Transporters	False
Q13177	0.2163764	0.085483864	0.43250203	0.1781469	0.23978198	0.24353607	0.1781469	0.21084148	PAK2	ENSG00000180370	22.8	19.9	26.6	22.4	P21 (RAC1) activated kinase 2	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	False
O43143	0.19874497	-0.11766982	0.29360485	0.26989803	0.23091066	0.15139766	0.26989803	0.21064785	DHX15	ENSG00000109606	21.7	24.2	40.7	31.2	DEAH-box helicase 15	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q9UKV8	0.17110401	-0.07947216	0.2500704	0.293747	0.1668503	0.12713814	0.293747	0.21044257	AGO2	ENSG00000123908	6.0	3.9	16.4	6.7	Argonaute RISC catalytic component 2	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9P0U1	0.17440286	0.30182186	0.03549075	0.18755752	0.42066777	0.23309581	0.18755752	0.21032667	TOMM7	ENSG00000196683	712.9	837.3	1630.0	870.1	Translocase of outer mitochondrial membrane 7	Predicted intracellular proteins, Predicted membrane proteins	False
Q9H156	0.18619229	0.25777596	0.20521131	0.20940174	0.1952956	0.21111879	0.20940174	0.21026027	SLITRK2	ENSG00000185985	8.2	9.7	0.1	0.8	SLIT and NTRK like family member 2	Predicted membrane proteins	False
Q9BUB7	0.053532753	0.2660631	-0.017393403	0.26865304	0.30439577	0.15164955	0.26865304	0.21015128	TMEM70	ENSG00000175606	9.1	15.1	95.2	17.8	Transmembrane protein 70	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q9H4B0	0.2508793	-0.03196171	0.25318637	0.239474	0.2508344	0.18073459	0.239474	0.21010429	OSGEPL1	ENSG00000128694	6.1	4.5	11.5	8.3	O-sialoglycoprotein endopeptidase like 1	Enzymes, Predicted intracellular proteins	False
Q9NZV5	0.17332587	0.34496504	0.0030853823	0.23676227	0.21221112	0.18339685	0.23676227	0.21007955	SELENON	ENSG00000162430	22.8	36.1	48.8	49.1	Selenoprotein N	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q9BZE2	0.09887582	0.091787025	0.17437735	0.27620962	0.20861048	0.14341266	0.27620962	0.20981115	PUS3	ENSG00000110060	5.1	4.8	13.5	6.4	Pseudouridine synthase 3	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False
P0C869	0.17333804	0.08520806	0.059914686	0.29874915	0.16332817	0.12044724	0.29874915	0.2095982	PLA2G4B	ENSG00000243708	12.2	13.0	5.5	11.8	Phospholipase A2 group IVB	Enzymes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins	False
Q9Y4D7	0.21460524	-0.03463926	0.031209424	0.30867186	0.22757263	0.10968701	0.30867186	0.20917943	PLXND1	ENSG00000004399	34.2	20.7	12.1	40.5	Plexin D1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P00750	0.2626547	-0.0005630106	0.13768674	0.2511638	0.26814422	0.16698065	0.2511638	0.20907223	PLAT	ENSG00000104368	11.9	8.4	7.2	13.9	Plasminogen activator, tissue type	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	False
P04440	0.26643085	-0.06652193	0.07285805	0.28817147	0.23956713	0.12808353	0.28817147	0.2081275	HLA-DPB1	ENSG00000223865	122.8	17.2	23.8	50.5	Major histocompatibility complex, class II, DP beta 1	Human disease related genes, Predicted membrane proteins	False
